dataset_id,record_id,trial_id,planting_date,season,flooded,on_farm,is_survey,treatment,rep,crop,variety,dmy_residue,yield_part,yield,yield_moisture,N_fertilizer,P_fertilizer,K_fertilizer,irrigated,row_spacing,plot_area,grain_P,residue_P,country,location,longitude,latitude,geo_from_source,soil_pH,soil_P
doi_10.7910_DVN_AMAZXA,12,18,2014,wet,TRUE,FALSE,FALSE,-P,3,rice,SERATOESHARI,,grain,2946,,0,0,0,TRUE,15,3,1.81,0.2433,Sri Lanka,Bathalagoda,80.436,7.532,FALSE,5.8,2.65
doi_10.7910_DVN_AMAZXA,13,18,2014,wet,TRUE,FALSE,FALSE,-P,3,rice,SUNDENSIS,,grain,1741.3,,0,0,0,TRUE,15,3,2.33,0.3333,Sri Lanka,Bathalagoda,80.436,7.532,FALSE,5.8,2.65
doi_10.7910_DVN_AMAZXA,14,18,2014,wet,TRUE,FALSE,FALSE,-P,3,rice,COARSE,,grain,4117.3,,0,0,0,TRUE,15,3,1.5867,0.1967,Sri Lanka,Bathalagoda,80.436,7.532,FALSE,5.8,2.65
doi_10.7910_DVN_AMAZXA,15,18,2014,wet,TRUE,FALSE,FALSE,-P,3,rice,YODANYA,,grain,3602,,0,0,0,TRUE,15,3,1.6133,0.2167,Sri Lanka,Bathalagoda,80.436,7.532,FALSE,5.8,2.65
doi_10.7910_DVN_AMAZXA,16,18,2014,wet,TRUE,FALSE,FALSE,-P,3,rice,IR64,,grain,3722,,0,0,0,TRUE,15,3,1.63,0.2567,Sri Lanka,Bathalagoda,80.436,7.532,FALSE,5.8,2.65
doi_10.7910_DVN_AMAZXA,17,18,2014,wet,TRUE,FALSE,FALSE,-P,3,rice,N22,,grain,3111.3,,0,0,0,TRUE,15,3,1.7633,0.2833,Sri Lanka,Bathalagoda,80.436,7.532,FALSE,5.8,2.65
doi_10.7910_DVN_AMAZXA,18,18,2014,wet,TRUE,FALSE,FALSE,-P,3,rice,RTS14,,grain,2949.3,,0,0,0,TRUE,15,3,1.75,0.21,Sri Lanka,Bathalagoda,80.436,7.532,FALSE,5.8,2.65
doi_10.7910_DVN_AMAZXA,19,18,2014,wet,TRUE,FALSE,FALSE,-P,3,rice,SURJAMKUHI,,grain,5094.7,,0,0,0,TRUE,15,3,1.6367,0.18,Sri Lanka,Bathalagoda,80.436,7.532,FALSE,5.8,2.65
doi_10.7910_DVN_AMAZXA,20,18,2014,wet,TRUE,FALSE,FALSE,-P,3,rice,KALUBALAVEE,,grain,3985.3,,0,0,0,TRUE,15,3,2.1033,0.09667,Sri Lanka,Bathalagoda,80.436,7.532,FALSE,5.8,2.65
doi_10.7910_DVN_AMAZXA,21,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,SANTHISUFAID,,grain,4358.51,,80,30,50,TRUE,20,0.64,2.5851,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,22,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,NERICA4,,grain,4072.83,,80,30,50,TRUE,20,0.64,2.7635,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,23,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,SERATOESHARI,,grain,2728.36,,80,30,50,TRUE,20,0.64,2.4086,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,24,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,SADRITORMISRI,,grain,2350.65,,80,30,50,TRUE,20,0.64,3.1307,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,25,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR82635-B-B-143-1,,grain,5121.31,,80,30,50,TRUE,20,0.64,2.2072,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,26,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,P163,,grain,3079.62,,80,30,50,TRUE,20,0.64,2.7506,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,27,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,RTS4,,grain,4266.09,,80,30,50,TRUE,20,0.64,2.9202,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,28,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR83399-B-B-52-1,,grain,3938.52,,80,30,50,TRUE,20,0.64,2.5587,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,29,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR82635-B-B-47-2,,grain,3740.51,,80,30,50,TRUE,20,0.64,2.6599,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,30,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,BJ1,,grain,3360.44,,80,30,50,TRUE,20,0.64,2.8968,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,31,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR74371-70-1-1,,grain,3577.41,,80,30,50,TRUE,20,0.64,2.3611,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,32,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,ITA257,,grain,2740.03,,80,30,50,TRUE,20,0.64,3.1865,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,33,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR82635-B-B-88-2,,grain,4162.82,,80,30,50,TRUE,20,0.64,3.0955,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,34,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR36,,grain,3704.36,,80,30,50,TRUE,20,0.64,3.5022,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,35,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,COARSE,,grain,4272.72,,80,30,50,TRUE,20,0.64,3.0919,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,36,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR82590-B-B-140-2,,grain,4443.29,,80,30,50,TRUE,20,0.64,2.8203,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,37,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR8,,grain,909.57,,80,30,50,TRUE,20,0.64,2.0658,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,38,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR81063-B-94-U3-4,,grain,3661.24,,80,30,50,TRUE,20,0.64,2.6725,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,39,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR82635-B-B-23-1,,grain,4228.15,,80,30,50,TRUE,20,0.64,3.1375,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,40,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR83747-B-B-115-4,,grain,4015.23,,80,30,50,TRUE,20,0.64,2.3508,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,41,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,TOX1011-4-A2,,grain,4160.58,,80,30,50,TRUE,20,0.64,2.5689,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,42,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,DJ123,,grain,3392.7,,80,30,50,TRUE,20,0.64,3.0689,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,43,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,NERICA3,,grain,3445.6,,80,30,50,TRUE,20,0.64,2.3739,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,44,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR82635-B-B-93-2,,grain,4112.99,,80,30,50,TRUE,20,0.64,2.741,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,45,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR80416-B-32-3,,grain,4420.52,,80,30,50,TRUE,20,0.64,2.7258,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,46,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,MUDGO,,grain,4590.47,,80,30,50,TRUE,20,0.64,2.8923,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,47,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR83929-B-B-132-3,,grain,4704.35,,80,30,50,TRUE,20,0.64,2.6948,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,48,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,YODANYA,,grain,4192.06,,80,30,50,TRUE,20,0.64,3.5621,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,49,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,SURJAMKUHI,,grain,3838.4,,80,30,50,TRUE,20,0.64,3.0236,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,50,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,DAWEBYAN,,grain,3911.38,,80,30,50,TRUE,20,0.64,2.713,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,51,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR82635-B-B-47-1,,grain,5191.66,,80,30,50,TRUE,20,0.64,2.5086,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,52,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,Kasalath,,grain,7015.36,,80,30,50,TRUE,20,0.64,2.9554,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,53,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,EMATAA16-34,,grain,1387.19,,80,30,50,TRUE,20,0.64,2.5064,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,54,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,NERICA1,,grain,3201.51,,80,30,50,TRUE,20,0.64,2.8208,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,55,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,Kathiyan1,,grain,4226.73,,80,30,50,TRUE,20,0.64,2.8789,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,56,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR74371-46-1-1,,grain,4535.26,,80,30,50,TRUE,20,0.64,2.9948,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,57,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,TAICHUNGNATIVE1,,grain,3099.24,,80,30,50,TRUE,20,0.64,2.4753,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,58,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,NERICA10,,grain,3102.53,,80,30,50,TRUE,20,0.64,3.1388,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,59,1,2012,wet,FALSE,FALSE,FALSE,+P,3,rice,IR74371-54-1-1,,grain,4254.47,,80,30,50,TRUE,20,0.64,2.3378,,Benin,Bohicon,2.073,7.185,FALSE,6,7.7
doi_10.7910_DVN_AMAZXA,60,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,IR82635-B-B-143-1,,grain,4061.12,,,0,,TRUE,,,2.0516,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,61,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,MUDGO,,grain,3423.39,,,0,,TRUE,,,2.1881,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,62,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,NERICA3,,grain,2069.06,,,0,,TRUE,,,2.141,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,63,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,DAWEBYAN,,grain,3976.64,,,0,,TRUE,,,1.9048,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,64,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,SURJAMKUHI,,grain,2585.53,,,0,,TRUE,,,2.3526,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,65,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,IR81063-B-94-U3-4,,grain,1883.98,,,0,,TRUE,,,1.6505,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,66,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,COARSE,,grain,3673.05,,,0,,TRUE,,,1.9508,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,67,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,NERICA10,,grain,1911.71,,,0,,TRUE,,,2.096,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,68,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,TAICHUNGNATIVE1,,grain,2020.77,,,0,,TRUE,,,2.0148,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,69,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,IR82635-B-B-47-2,,grain,4086.71,,,0,,TRUE,,,1.8512,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,70,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,NERICA1,,grain,2531.75,,,0,,TRUE,,,2.0958,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,71,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,IR82635-B-B-93-2,,grain,4549.72,,,0,,TRUE,,,1.7843,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,72,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,IR74371-46-1-1,,grain,2906.15,,,0,,TRUE,,,2.1243,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,73,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,Kasalath,,grain,5118.38,,,0,,TRUE,,,1.6732,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,74,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,EMATAA16-34,,grain,1852.54,,,0,,TRUE,,,2.2157,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,75,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,IR83747-B-B-115-4,,grain,3251.21,,,0,,TRUE,,,2.321,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,76,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,IR74371-54-1-1,,grain,2757.02,,,0,,TRUE,,,2.1438,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,77,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,DJ123,,grain,3561.47,,,0,,TRUE,,,1.8538,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,78,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,IR80416-B-32-3,,grain,3036.97,,,0,,TRUE,,,2.2652,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,79,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,SADRITORMISRI,,grain,4308.08,,,0,,TRUE,,,2.1821,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,80,1,2012,wet,FALSE,FALSE,FALSE,-P,,rice,IR82635-B-B-47-1,,grain,4278.8,,,0,,TRUE,,,1.8859,,Benin,Bohicon,2.073,7.185,FALSE,,
doi_10.7910_DVN_AMAZXA,81,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,PH218-5-5-7-3,260.589,grain,988.35,,80,30,50,TRUE,20,1.4,3.3605,2.7674,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,82,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,MUDGO,364.54,grain,2000.26,,80,30,50,TRUE,20,1.4,2.7837,1.7169,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,83,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,PH228-2,186.233,grain,454.6,,80,30,50,TRUE,20,1.4,2.7861,3.3184,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,84,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,SURJAMKUHI,236.051,grain,2538.78,,80,30,50,TRUE,20,1.4,2.7554,1.1403,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,85,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,IR82635-B-B-93-2,317.271,grain,2597.64,,80,30,50,TRUE,20,1.4,3.0777,1.476,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,86,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,YODANYA,376.319,grain,3118.03,,80,30,50,TRUE,20,1.4,2.9602,1.3162,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,87,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,Kasalath,327.316,grain,2981,,80,30,50,TRUE,20,1.4,3.1422,0.7964,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,88,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,PH218-5-3-8-3,239.011,grain,1955.6,,80,30,50,TRUE,20,1.4,2.8679,2.3289,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,89,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,BJ1,464.483,grain,696.99,,80,30,50,TRUE,20,1.4,2.7714,1.6633,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,90,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,IR82635-B-B-143-1,210.999,grain,2319.98,,80,30,50,TRUE,20,1.4,3.1371,1.1986,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,91,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,DJ123,267.18,grain,3143.2,,80,30,50,TRUE,20,1.4,2.6367,0.8992,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,92,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,IR64,257.384,grain,2529.57,,80,30,50,TRUE,20,1.4,3.0863,1.9452,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,93,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,PH218-5-3-18-3,292.561,grain,,,80,30,50,TRUE,20,1.4,2.8045,3.0645,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,94,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,NERICA4,169.042,grain,2098.1,,80,30,50,TRUE,20,1.4,3.0491,1.0074,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,95,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,TONDOK,372.45,grain,870.3,,80,30,50,TRUE,20,1.4,2.9663,2.0011,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,96,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,SANTHISUFAID,302.162,grain,2890.79,,80,30,50,TRUE,20,1.4,2.3195,0.8544,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,97,10,2013,wet,FALSE,FALSE,FALSE,-P,3,rice,IR83399-B-B-52-1,132.862,grain,1629.04,,80,0,50,TRUE,,1.4,2.4118,0.3986,Benin,Bohicon,2.073,7.185,FALSE,6.9,4.67873451177563
doi_10.7910_DVN_AMAZXA,98,10,2013,wet,FALSE,FALSE,FALSE,-P,3,rice,NERICA3,134.036,grain,1416.49,,80,0,50,TRUE,,1.4,1.9612,0.5433,Benin,Bohicon,2.073,7.185,FALSE,6.9,4.67873451177563
doi_10.7910_DVN_AMAZXA,99,10,2013,wet,FALSE,FALSE,FALSE,-P,3,rice,TOX1011-4-A2,97.537,grain,1509.85,,80,0,50,TRUE,,1.4,2.2815,0.3189,Benin,Bohicon,2.073,7.185,FALSE,6.9,4.67873451177563
doi_10.7910_DVN_AMAZXA,100,10,2013,wet,FALSE,FALSE,FALSE,-P,3,rice,KALUBALAVEE,173.517,grain,1342.64,,80,0,50,TRUE,,1.4,1.9211,0.3509,Benin,Bohicon,2.073,7.185,FALSE,6.9,4.67873451177563
doi_10.7910_DVN_AMAZXA,101,10,2013,wet,FALSE,FALSE,FALSE,-P,3,rice,SADRITORMISRI,249.321,grain,1287.16,,80,0,50,TRUE,,1.4,1.7417,0.4277,Benin,Bohicon,2.073,7.185,FALSE,6.9,4.67873451177563
doi_10.7910_DVN_AMAZXA,102,10,2013,wet,FALSE,FALSE,FALSE,-P,3,rice,IR64,169.349,grain,834.98,,80,0,50,TRUE,,1.4,2.6832,0.7491,Benin,Bohicon,2.073,7.185,FALSE,6.9,4.67873451177563
doi_10.7910_DVN_AMAZXA,103,10,2013,wet,FALSE,FALSE,FALSE,-P,3,rice,DJ123,155.189,grain,2088.88,,80,0,50,TRUE,,1.4,1.6502,0.2874,Benin,Bohicon,2.073,7.185,FALSE,6.9,4.67873451177563
doi_10.7910_DVN_AMAZXA,104,10,2013,wet,FALSE,FALSE,FALSE,-P,3,rice,Apo,154.829,grain,910.48,,80,0,50,TRUE,,1.4,2.6545,0.6037,Benin,Bohicon,2.073,7.185,FALSE,6.9,4.67873451177563
doi_10.7910_DVN_AMAZXA,105,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,KALUBALAVEE,281.194,grain,1887.92,,80,30,50,TRUE,20,1.4,3.1181,0.8106,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,106,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,PH218-5-3-5-3,350.066,grain,1544.11,,80,30,50,TRUE,20,1.4,2.5937,2.5734,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,107,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,ITA257,161.457,grain,2122.1,,80,30,50,TRUE,20,1.4,3.2271,1.1493,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,108,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,NERICA3,240.668,grain,2054.76,,80,30,50,TRUE,20,1.4,2.8939,1.2256,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
doi_10.7910_DVN_AMAZXA,109,10,2013,wet,FALSE,FALSE,FALSE,+P,3,rice,NERICA10,115.308,grain,1367.87,,80,30,50,TRUE,20,1.4,2.9171,0.9315,Benin,Bohicon,2.073,7.185,FALSE,6.3,7.7530670799156
